"kommune_nr","barnikommune","bhgalder","enhet","tabellvariabel","aar","tabell_navn"
"1854","alle","2","prosent","100","2013","barnehagedeltakelse"
"1856","alle","2","prosent","100","2013","barnehagedeltakelse"
"1857","alle","2","prosent","100","2013","barnehagedeltakelse"
"1859","alle","2","prosent","100","2013","barnehagedeltakelse"
"1860","alle","2","prosent","100","2013","barnehagedeltakelse"
"1865","alle","2","prosent","100","2013","barnehagedeltakelse"
"1866","alle","2","prosent","100","2013","barnehagedeltakelse"
"1867","alle","2","prosent","100","2013","barnehagedeltakelse"
"1868","alle","2","prosent","100","2013","barnehagedeltakelse"
"1870","alle","2","prosent","100","2013","barnehagedeltakelse"
"1871","alle","2","prosent","100","2013","barnehagedeltakelse"
"1874","alle","2","prosent","100","2013","barnehagedeltakelse"
"1902","alle","2","prosent","100","2013","barnehagedeltakelse"
"1903","alle","2","prosent","100","2013","barnehagedeltakelse"
"1911","alle","2","prosent","100","2013","barnehagedeltakelse"
"1913","alle","2","prosent","100","2013","barnehagedeltakelse"
"1917","alle","2","prosent","100","2013","barnehagedeltakelse"
"1919","alle","2","prosent","100","2013","barnehagedeltakelse"
"1920","alle","2","prosent","100","2013","barnehagedeltakelse"
"1922","alle","2","prosent","100","2013","barnehagedeltakelse"
"1923","alle","2","prosent","100","2013","barnehagedeltakelse"
"1924","alle","2","prosent","100","2013","barnehagedeltakelse"
"1925","alle","2","prosent","100","2013","barnehagedeltakelse"
"1926","alle","2","prosent","100","2013","barnehagedeltakelse"
"1927","alle","2","prosent","100","2013","barnehagedeltakelse"
"1928","alle","2","prosent","100","2013","barnehagedeltakelse"
"1929","alle","2","prosent",".","2013","barnehagedeltakelse"
"1931","alle","2","prosent","100","2013","barnehagedeltakelse"
"1933","alle","2","prosent","100","2013","barnehagedeltakelse"
"1936","alle","2","prosent","100","2013","barnehagedeltakelse"
"1938","alle","2","prosent","100","2013","barnehagedeltakelse"
"1939","alle","2","prosent","100","2013","barnehagedeltakelse"
"1940","alle","2","prosent","100","2013","barnehagedeltakelse"
"1941","alle","2","prosent","100","2013","barnehagedeltakelse"
"1942","alle","2","prosent","100","2013","barnehagedeltakelse"
"1943","alle","2","prosent","100","2013","barnehagedeltakelse"
"2002","alle","2","prosent","100","2013","barnehagedeltakelse"
"2003","alle","2","prosent","100","2013","barnehagedeltakelse"
"2004","alle","2","prosent","100","2013","barnehagedeltakelse"
"2011","alle","2","prosent","100","2013","barnehagedeltakelse"
"2012","alle","2","prosent","100","2013","barnehagedeltakelse"
"2014","alle","2","prosent","100","2013","barnehagedeltakelse"
"2015","alle","2","prosent","100","2013","barnehagedeltakelse"
"2017","alle","2","prosent","100","2013","barnehagedeltakelse"
"2018","alle","2","prosent","100","2013","barnehagedeltakelse"
"2019","alle","2","prosent","100","2013","barnehagedeltakelse"
"2020","alle","2","prosent","100","2013","barnehagedeltakelse"
"2021","alle","2","prosent","100","2013","barnehagedeltakelse"
"2022","alle","2","prosent","100","2013","barnehagedeltakelse"
"2023","alle","2","prosent","100","2013","barnehagedeltakelse"
"2024","alle","2","prosent","100","2013","barnehagedeltakelse"
"2025","alle","2","prosent","100","2013","barnehagedeltakelse"
"2027","alle","2","prosent","100","2013","barnehagedeltakelse"
"2028","alle","2","prosent","100","2013","barnehagedeltakelse"
"2030","alle","2","prosent","100","2013","barnehagedeltakelse"
"0101","alle","3","prosent","100","2013","barnehagedeltakelse"
"0104","alle","3","prosent","100","2013","barnehagedeltakelse"
"0105","alle","3","prosent","100","2013","barnehagedeltakelse"
"0106","alle","3","prosent","100","2013","barnehagedeltakelse"
"0111","alle","3","prosent","100","2013","barnehagedeltakelse"
"0118","alle","3","prosent","100","2013","barnehagedeltakelse"
"0119","alle","3","prosent","100","2013","barnehagedeltakelse"
"0121","alle","3","prosent","100","2013","barnehagedeltakelse"
"0122","alle","3","prosent","100","2013","barnehagedeltakelse"
"0123","alle","3","prosent","100","2013","barnehagedeltakelse"
"0124","alle","3","prosent","100","2013","barnehagedeltakelse"
"0125","alle","3","prosent","100","2013","barnehagedeltakelse"
"0127","alle","3","prosent","100","2013","barnehagedeltakelse"
"0128","alle","3","prosent","100","2013","barnehagedeltakelse"
"0135","alle","3","prosent","100","2013","barnehagedeltakelse"
"0136","alle","3","prosent","100","2013","barnehagedeltakelse"
"0137","alle","3","prosent","100","2013","barnehagedeltakelse"
"0138","alle","3","prosent","100","2013","barnehagedeltakelse"
"0211","alle","3","prosent","100","2013","barnehagedeltakelse"
"0213","alle","3","prosent","100","2013","barnehagedeltakelse"
"0214","alle","3","prosent","100","2013","barnehagedeltakelse"
"0215","alle","3","prosent","100","2013","barnehagedeltakelse"
"0216","alle","3","prosent","100","2013","barnehagedeltakelse"
"0217","alle","3","prosent","100","2013","barnehagedeltakelse"
"0219","alle","3","prosent","100","2013","barnehagedeltakelse"
"0220","alle","3","prosent","100","2013","barnehagedeltakelse"
"0221","alle","3","prosent","100","2013","barnehagedeltakelse"
"0226","alle","3","prosent","100","2013","barnehagedeltakelse"
"0227","alle","3","prosent","100","2013","barnehagedeltakelse"
"0228","alle","3","prosent","100","2013","barnehagedeltakelse"
"0229","alle","3","prosent","100","2013","barnehagedeltakelse"
"0230","alle","3","prosent","100","2013","barnehagedeltakelse"
"0231","alle","3","prosent","100","2013","barnehagedeltakelse"
"0233","alle","3","prosent","100","2013","barnehagedeltakelse"
"0234","alle","3","prosent","100","2013","barnehagedeltakelse"
"0235","alle","3","prosent","100","2013","barnehagedeltakelse"
"0236","alle","3","prosent","100","2013","barnehagedeltakelse"
"0237","alle","3","prosent","100","2013","barnehagedeltakelse"
"0238","alle","3","prosent","100","2013","barnehagedeltakelse"
"0239","alle","3","prosent","100","2013","barnehagedeltakelse"
"0301","alle","3","prosent","100","2013","barnehagedeltakelse"
"0402","alle","3","prosent","100","2013","barnehagedeltakelse"
"0403","alle","3","prosent","100","2013","barnehagedeltakelse"
"0412","alle","3","prosent","100","2013","barnehagedeltakelse"
"0415","alle","3","prosent","100","2013","barnehagedeltakelse"
"0417","alle","3","prosent","100","2013","barnehagedeltakelse"
"0418","alle","3","prosent","100","2013","barnehagedeltakelse"
"0419","alle","3","prosent","100","2013","barnehagedeltakelse"
"0420","alle","3","prosent","100","2013","barnehagedeltakelse"
"0423","alle","3","prosent","100","2013","barnehagedeltakelse"
"0425","alle","3","prosent","100","2013","barnehagedeltakelse"
"0426","alle","3","prosent","100","2013","barnehagedeltakelse"
"0427","alle","3","prosent","100","2013","barnehagedeltakelse"
"0428","alle","3","prosent","100","2013","barnehagedeltakelse"
"0429","alle","3","prosent","100","2013","barnehagedeltakelse"
"0430","alle","3","prosent","100","2013","barnehagedeltakelse"
"0432","alle","3","prosent","100","2013","barnehagedeltakelse"
"0434","alle","3","prosent","100","2013","barnehagedeltakelse"
"0436","alle","3","prosent","100","2013","barnehagedeltakelse"
"0437","alle","3","prosent","100","2013","barnehagedeltakelse"
"0438","alle","3","prosent","100","2013","barnehagedeltakelse"
"0439","alle","3","prosent","100","2013","barnehagedeltakelse"
"0441","alle","3","prosent","100","2013","barnehagedeltakelse"
"0501","alle","3","prosent","100","2013","barnehagedeltakelse"
"0502","alle","3","prosent","100","2013","barnehagedeltakelse"
"0511","alle","3","prosent","100","2013","barnehagedeltakelse"
"0512","alle","3","prosent","100","2013","barnehagedeltakelse"
"0513","alle","3","prosent","100","2013","barnehagedeltakelse"
"0514","alle","3","prosent","100","2013","barnehagedeltakelse"
"0515","alle","3","prosent","100","2013","barnehagedeltakelse"
"0516","alle","3","prosent","100","2013","barnehagedeltakelse"
"0517","alle","3","prosent","100","2013","barnehagedeltakelse"
"0519","alle","3","prosent","100","2013","barnehagedeltakelse"
"0520","alle","3","prosent","100","2013","barnehagedeltakelse"
"0521","alle","3","prosent","100","2013","barnehagedeltakelse"
"0522","alle","3","prosent","100","2013","barnehagedeltakelse"
"0528","alle","3","prosent","100","2013","barnehagedeltakelse"
"0529","alle","3","prosent","100","2013","barnehagedeltakelse"
"0532","alle","3","prosent","100","2013","barnehagedeltakelse"
"0533","alle","3","prosent","100","2013","barnehagedeltakelse"
"0534","alle","3","prosent","100","2013","barnehagedeltakelse"
"0536","alle","3","prosent","100","2013","barnehagedeltakelse"
"0538","alle","3","prosent","100","2013","barnehagedeltakelse"
"0540","alle","3","prosent","100","2013","barnehagedeltakelse"
"0541","alle","3","prosent","100","2013","barnehagedeltakelse"
"0542","alle","3","prosent","100","2013","barnehagedeltakelse"
"0543","alle","3","prosent","100","2013","barnehagedeltakelse"
"0544","alle","3","prosent","100","2013","barnehagedeltakelse"
"0545","alle","3","prosent","100","2013","barnehagedeltakelse"
"0602","alle","3","prosent","100","2013","barnehagedeltakelse"
"0604","alle","3","prosent","100","2013","barnehagedeltakelse"
"0605","alle","3","prosent","100","2013","barnehagedeltakelse"
"0612","alle","3","prosent","100","2013","barnehagedeltakelse"
"0615","alle","3","prosent","100","2013","barnehagedeltakelse"
"0616","alle","3","prosent","100","2013","barnehagedeltakelse"
"0617","alle","3","prosent","100","2013","barnehagedeltakelse"
"0618","alle","3","prosent","100","2013","barnehagedeltakelse"
"0619","alle","3","prosent","100","2013","barnehagedeltakelse"
"0620","alle","3","prosent","100","2013","barnehagedeltakelse"
"0621","alle","3","prosent","100","2013","barnehagedeltakelse"
"0622","alle","3","prosent","100","2013","barnehagedeltakelse"
"0623","alle","3","prosent","100","2013","barnehagedeltakelse"
"0624","alle","3","prosent","100","2013","barnehagedeltakelse"
"0625","alle","3","prosent","100","2013","barnehagedeltakelse"
"0626","alle","3","prosent","100","2013","barnehagedeltakelse"
"0627","alle","3","prosent","100","2013","barnehagedeltakelse"
"0628","alle","3","prosent","100","2013","barnehagedeltakelse"
"0631","alle","3","prosent","100","2013","barnehagedeltakelse"
"0632","alle","3","prosent","100","2013","barnehagedeltakelse"
"0633","alle","3","prosent","100","2013","barnehagedeltakelse"
"0701","alle","3","prosent","100","2013","barnehagedeltakelse"
"0702","alle","3","prosent","100","2013","barnehagedeltakelse"
"0704","alle","3","prosent","100","2013","barnehagedeltakelse"
"0706","alle","3","prosent","100","2013","barnehagedeltakelse"
"0709","alle","3","prosent","100","2013","barnehagedeltakelse"
"0711","alle","3","prosent","100","2013","barnehagedeltakelse"
"0713","alle","3","prosent","100","2013","barnehagedeltakelse"
"0714","alle","3","prosent","100","2013","barnehagedeltakelse"
"0716","alle","3","prosent","100","2013","barnehagedeltakelse"
"0719","alle","3","prosent","100","2013","barnehagedeltakelse"
"0720","alle","3","prosent","100","2013","barnehagedeltakelse"
"0722","alle","3","prosent","100","2013","barnehagedeltakelse"
"0723","alle","3","prosent","100","2013","barnehagedeltakelse"
"0728","alle","3","prosent","100","2013","barnehagedeltakelse"
"0805","alle","3","prosent","100","2013","barnehagedeltakelse"
"0806","alle","3","prosent","100","2013","barnehagedeltakelse"
"0807","alle","3","prosent","100","2013","barnehagedeltakelse"
"0811","alle","3","prosent","100","2013","barnehagedeltakelse"
"0814","alle","3","prosent","100","2013","barnehagedeltakelse"
"0815","alle","3","prosent","100","2013","barnehagedeltakelse"
"0817","alle","3","prosent","100","2013","barnehagedeltakelse"
"0819","alle","3","prosent","100","2013","barnehagedeltakelse"
"0821","alle","3","prosent","100","2013","barnehagedeltakelse"
"0822","alle","3","prosent","100","2013","barnehagedeltakelse"
"0826","alle","3","prosent","100","2013","barnehagedeltakelse"
"0827","alle","3","prosent","100","2013","barnehagedeltakelse"
"0828","alle","3","prosent","100","2013","barnehagedeltakelse"
"0829","alle","3","prosent","100","2013","barnehagedeltakelse"
"0830","alle","3","prosent","100","2013","barnehagedeltakelse"
"0831","alle","3","prosent","100","2013","barnehagedeltakelse"
"0833","alle","3","prosent","100","2013","barnehagedeltakelse"
"0834","alle","3","prosent","100","2013","barnehagedeltakelse"
"0901","alle","3","prosent","100","2013","barnehagedeltakelse"
"0904","alle","3","prosent","100","2013","barnehagedeltakelse"
"0906","alle","3","prosent","100","2013","barnehagedeltakelse"
"0911","alle","3","prosent","100","2013","barnehagedeltakelse"
"0912","alle","3","prosent","100","2013","barnehagedeltakelse"
"0914","alle","3","prosent","100","2013","barnehagedeltakelse"
"0919","alle","3","prosent","100","2013","barnehagedeltakelse"
"0926","alle","3","prosent","100","2013","barnehagedeltakelse"
"0928","alle","3","prosent","100","2013","barnehagedeltakelse"
"0929","alle","3","prosent","100","2013","barnehagedeltakelse"
"0935","alle","3","prosent","100","2013","barnehagedeltakelse"
"0937","alle","3","prosent","100","2013","barnehagedeltakelse"
"0938","alle","3","prosent","100","2013","barnehagedeltakelse"
"0940","alle","3","prosent","100","2013","barnehagedeltakelse"
"0941","alle","3","prosent","100","2013","barnehagedeltakelse"
"1001","alle","3","prosent","100","2013","barnehagedeltakelse"
"1002","alle","3","prosent","100","2013","barnehagedeltakelse"
"1003","alle","3","prosent","100","2013","barnehagedeltakelse"
"1004","alle","3","prosent","100","2013","barnehagedeltakelse"
"1014","alle","3","prosent","100","2013","barnehagedeltakelse"
"1017","alle","3","prosent","100","2013","barnehagedeltakelse"
"1018","alle","3","prosent","100","2013","barnehagedeltakelse"
"1021","alle","3","prosent","100","2013","barnehagedeltakelse"
"1026","alle","3","prosent","100","2013","barnehagedeltakelse"
"1027","alle","3","prosent","100","2013","barnehagedeltakelse"
"1029","alle","3","prosent","100","2013","barnehagedeltakelse"
"1032","alle","3","prosent","100","2013","barnehagedeltakelse"
"1034","alle","3","prosent","100","2013","barnehagedeltakelse"
"1037","alle","3","prosent","100","2013","barnehagedeltakelse"
"1046","alle","3","prosent","100","2013","barnehagedeltakelse"
"1101","alle","3","prosent","100","2013","barnehagedeltakelse"
"1102","alle","3","prosent","100","2013","barnehagedeltakelse"
"1103","alle","3","prosent","100","2013","barnehagedeltakelse"
"1106","alle","3","prosent","100","2013","barnehagedeltakelse"
"1111","alle","3","prosent","100","2013","barnehagedeltakelse"
"1112","alle","3","prosent","100","2013","barnehagedeltakelse"
"1114","alle","3","prosent","100","2013","barnehagedeltakelse"
"1119","alle","3","prosent","100","2013","barnehagedeltakelse"
"1120","alle","3","prosent","100","2013","barnehagedeltakelse"
"1121","alle","3","prosent","100","2013","barnehagedeltakelse"
"1122","alle","3","prosent","100","2013","barnehagedeltakelse"
"1124","alle","3","prosent","100","2013","barnehagedeltakelse"
"1127","alle","3","prosent","100","2013","barnehagedeltakelse"
"1129","alle","3","prosent","100","2013","barnehagedeltakelse"
"1130","alle","3","prosent","100","2013","barnehagedeltakelse"
"1133","alle","3","prosent","100","2013","barnehagedeltakelse"
"1134","alle","3","prosent","100","2013","barnehagedeltakelse"
"1135","alle","3","prosent","100","2013","barnehagedeltakelse"
"1141","alle","3","prosent","100","2013","barnehagedeltakelse"
"1142","alle","3","prosent","100","2013","barnehagedeltakelse"
"1144","alle","3","prosent","100","2013","barnehagedeltakelse"
"1145","alle","3","prosent","100","2013","barnehagedeltakelse"
"1146","alle","3","prosent","100","2013","barnehagedeltakelse"
